legal_name,dba_name,primary_sector,all_sectors,operational_states,founded_year,employee_count,estimated_revenue,contact_person,job_title,email,phone,address,city,state,zip_code
Smith-Romero,"PLC Li, Huynh and Smith",Pharmaceuticals,"Pharmaceuticals, Transportation, Healthcare",AZ,1999,147,"$449,403,699",Jonathan Miller,"Administrator, charities/voluntary organisations",jmiller@brown.com,(504) 499-7868,60129 Bradley Courts,New Logan,DE,17636
Sanchez-Fox,Sanchez-Fox,Pharmaceuticals,Pharmaceuticals,"CA, NV, VT, DE, TX",1994,1,"$26,784",Wayne Cole,Logistics and distribution manager,wcole@williams-perry.net,(583) 537-2004,0026 Thomas Course Suite 169,Christophertown,LA,68479
Taylor Inc,Taylor Inc,Pharmaceuticals,"Pharmaceuticals, Hospitality","TN, KS, HI, OH",1980,8,"$257,411",Thomas Weaver,"Surveyor, commercial/residential",tweaver@reese.com,(637) 931-8042,10855 Lee Plains,Port Lindaborough,AK,93542
Andrews PLC,Andrews PLC,Pharmaceuticals,Pharmaceuticals,"AK, MN",1982,605,"$427,520",Brian Davis,Multimedia specialist,bdavis@cooper-kaufman.com,(296) 311-5985,58617 Smith Roads Apt. 733,Stoneborough,LA,49504
"Esparza, James and Mcdowell","Esparza, James and Mcdowell",Pharmaceuticals,"Pharmaceuticals, Entertainment","NH, MN, WV, WY, GA",1981,32,"$950,573",Allison James,Network engineer,ajames@potter.biz,(583) 700-6183,93366 Reese Center Apt. 982,Lake Jacobstad,FL,95371
Jones PLC,"LLC Wagner, Alvarado and Rivers",Pharmaceuticals,"Pharmaceuticals, Education","OR, NY, NC, CA, NV",1990,16,"$240,896",Sheri Shepherd,Trading standards officer,sshepherd@watson.com,(791) 287-5142,111 Brent Meadows,Tracyberg,OR,20480
Leach Inc,Inc Smith and Sons,Pharmaceuticals,"Pharmaceuticals, Hospitality, Healthcare","CA, IL, NE, AZ",2022,31,"$2,608,008",Alyssa Johnson,Soil scientist,ajohnson@king.net,(844) 778-7382,498 Jones Inlet,North Hannah,MD,40916
Holt LLC,Holt LLC,Pharmaceuticals,Pharmaceuticals,"WY, SC",1991,3178,"$59,393",Erin Davis,"Journalist, newspaper",edavis@johnson.com,(948) 403-6260,9091 Miller Pass Apt. 262,South Amytown,UT,43178
"Yoder, Wilson and Miller","Yoder, Wilson and Miller",Pharmaceuticals,"Pharmaceuticals, Real Estate",HI,2015,27,"$496,589",Michael Diaz,"Scientist, research (life sciences)",mdiaz@villanueva.biz,(655) 976-5797,63858 Green Rue Apt. 088,Riveraland,MT,03876
Thomas Inc,Thomas Inc,Pharmaceuticals,Pharmaceuticals,SD,2006,43,"$1,449,669",Joe Johnson,Chief Strategy Officer,jjohnson@little-howard.com,(824) 290-2994,209 Timothy Points Apt. 168,New Kristen,WY,17074
"Rubio, Watts and Roy","Rubio, Watts and Roy",Pharmaceuticals,"Pharmaceuticals, Transportation",MO,2001,93,"$1,584,079",Renee Reynolds,"Engineer, water",rreynolds@campbell.info,(808) 244-1971,60369 Anthony Viaduct Apt. 480,West Chad,DE,85845
Diaz LLC,Diaz LLC,Pharmaceuticals,"Pharmaceuticals, Technology","MI, OK, OR, MD, NH",2014,6,"$22,272",Amanda Green,Engineering geologist,agreen@jones.com,(926) 684-7746,772 Lindsay Village Apt. 251,Nicolehaven,FL,52318
Kelly LLC,Kelly LLC,Pharmaceuticals,Pharmaceuticals,SC,2011,63,"$9,787,195",Vincent Arnold,Human resources officer,varnold@dawson.org,(220) 884-1266,774 Tiffany Wall Apt. 074,New Williamfort,TN,70125
"Thornton, Garcia and Martin","Thornton, Garcia and Martin",Pharmaceuticals,"Pharmaceuticals, Hospitality",MT,2005,9,"$31,240",Misty Franco,"Surveyor, insurance",mfranco@ramos.info,(595) 409-8079,496 Collins Station Suite 385,Stevefort,AL,54118
Caldwell Group,and Sons Anderson-Randall,Pharmaceuticals,"Pharmaceuticals, Manufacturing, Agriculture","CA, GA",2014,10,"$24,251",Cindy Carson,Exhibition designer,ccarson@williams.org,(553) 651-5147,7978 Dunn Coves,North Stephenland,AR,89232
"Smith, Moses and Little","Smith, Moses and Little",Pharmaceuticals,"Pharmaceuticals, Entertainment",MI,2006,48,"$193,866",John Burton,Illustrator,jburton@suarez.net,(606) 524-1389,955 Castillo Club,Corytown,CT,09775
Hanson Group,Group Ingram Group,Pharmaceuticals,Pharmaceuticals,"AL, GA",1992,58,"$205,187",Jennifer Thomas,"Geneticist, molecular",jthomas@jackson-harris.com,(245) 555-7272,2347 Paul Springs,Deleonton,UT,96960
"Fields, Bailey and Butler","Fields, Bailey and Butler",Pharmaceuticals,"Pharmaceuticals, Agriculture, Construction","NC, MT, AZ, VT, NY",2007,5,"$25,332",Carol Roberts,Retail manager,croberts@kemp-monroe.com,(257) 630-9330,135 Wesley Divide,New Wendyport,NM,94040
Horton LLC,"and Sons Franco, Baker and Hendrix",Pharmaceuticals,"Pharmaceuticals, Healthcare, Transportation","WA, NH, NM",2023,50,"$1,018,100",David Pacheco,Oncologist,dpacheco@lane.com,(539) 254-2821,074 Tamara Pass,New Richardville,MO,62660
"Hall, Larson and Garcia","Hall, Larson and Garcia",Pharmaceuticals,Pharmaceuticals,"VT, AK, WA, HI, PA",1986,105,"$52,219",Eric Boyd,Medical sales representative,eboyd@sheppard.com,(708) 522-4258,56824 Smith Wall,Danielleborough,FL,82846
Wright Ltd,Wright Ltd,Pharmaceuticals,"Pharmaceuticals, Real Estate, Technology","TX, CO, PA, OK, ND",1989,3,"$68,685",Holly Young,Forensic psychologist,hyoung@duran.com,(881) 273-1363,4315 Joyce Stream Apt. 360,Burgessland,MD,11705
Logan PLC,Inc Fitzgerald-Anderson,Pharmaceuticals,Pharmaceuticals,"MS, OH",2008,47,"$379,492",Lindsey Gomez,"Designer, multimedia",lgomez@maxwell.com,(212) 577-5957,3401 Laura Ferry,Nelsonfurt,VT,13113
"Kennedy, Henry and Riley","Kennedy, Henry and Riley",Pharmaceuticals,"Pharmaceuticals, Technology, Energy",OR,1980,14,"$1,132,312",Kenneth Kelly,Chief Strategy Officer,kkelly@johnson.com,(790) 659-7500,0276 Gonzalez Stravenue,Lake Eugene,CT,53639
Wood-Murphy,Group Scott LLC,Pharmaceuticals,"Pharmaceuticals, Telecommunications, Transportation","ND, PA, WV",2006,5,"$9,855,534",Ryan Moran,Politician's assistant,rmoran@davis.com,(530) 499-5188,80507 Aaron Grove,Christineport,MD,24654
"King, Lee and Oliver",LLC Williams Ltd,Pharmaceuticals,"Pharmaceuticals, Retail, Construction","LA, NM, MS, RI, NV",1985,41,"$1,455,748",Dana Ross,Water quality scientist,dross@howard.com,(872) 937-9200,89512 Williams Locks,Lake Barbaramouth,ID,07785
"Wilson, Jensen and Payne","Wilson, Jensen and Payne",Pharmaceuticals,"Pharmaceuticals, Telecommunications, Hospitality","GA, RI",1985,602,"$5,818,206",Ann Garcia,Hospital doctor,agarcia@walker-thomas.info,(213) 259-1384,422 Alicia Fork Apt. 496,East Michaelland,KY,81202
Adams-Moore,Adams-Moore,Pharmaceuticals,"Pharmaceuticals, Construction","PA, VT, IA",1994,5,"$363,039",Lisa Mathis,Seismic interpreter,lmathis@cross-hopkins.biz,(514) 552-1790,5325 Mark Road Suite 940,Anitahaven,ME,87471
Bailey Group,LLC Kennedy Inc,Pharmaceuticals,Pharmaceuticals,"NY, NM, NV, MO, IL",2012,8,"$369,298",Robert Lane,"Surveyor, insurance",rlane@browning-wilson.net,(318) 240-3715,0584 Susan Station,Sarahstad,SC,62531
Johnson-Perkins,Johnson-Perkins,Pharmaceuticals,"Pharmaceuticals, Manufacturing, Transportation",NM,1997,820,"$64,778",Carmen Morales,"Pilot, airline",cmorales@wong-johnson.com,(714) 265-6717,336 Moore Tunnel Suite 724,Lake Susan,KS,29615
"Brown, Diaz and Jackson","Brown, Diaz and Jackson",Pharmaceuticals,"Pharmaceuticals, Real Estate","MS, LA, NV",2006,76,"$156,444",John Copeland,Industrial/product designer,jcopeland@king.info,(445) 978-9194,89667 Heather Forge Apt. 076,Lopezchester,MD,84974
"Mcguire, Dawson and Hall","Mcguire, Dawson and Hall",Pharmaceuticals,"Pharmaceuticals, Technology, Hospitality","ND, NC, HI, KS",1998,4,"$294,960",Christopher Baker,"Designer, ceramics/pottery",cbaker@johnson.com,(977) 340-2098,2799 Pamela Drive,Charlottestad,VT,18840
Moore PLC,Ltd Lee Inc,Pharmaceuticals,"Pharmaceuticals, Construction","RI, MI, LA",1986,128,"$222,241",Corey Carrillo,Dancer,ccarrillo@jordan.info,(931) 866-2923,19365 Joseph Mews,North Christopher,MN,09971
Brandt Inc,Brandt Inc,Pharmaceuticals,"Pharmaceuticals, Hospitality, Healthcare","AK, MA",2005,175,"$1,669,518",John Romero,Corporate treasurer,jromero@west.com,(629) 965-7608,26383 Charles Drive Suite 812,West Lisastad,TX,73956
"Dennis, Kim and Ramos","Dennis, Kim and Ramos",Pharmaceuticals,"Pharmaceuticals, Healthcare, Retail","TN, MI, OR, LA, MN",1987,7,"$146,946",Rachel Cox,"Loss adjuster, chartered",rcox@fisher.com,(775) 601-7722,90393 Fuentes Groves,Alexashire,OH,46516
Murphy Group,"Ltd Orr, Wright and Trujillo",Pharmaceuticals,"Pharmaceuticals, Healthcare, Education","SC, MO, AZ, VA, VT",1982,22,"$7,377,700",Kimberly Mclean,Photographer,kmclean@taylor-thompson.info,(345) 410-3993,723 Tamara Garden Suite 243,Lake Christopher,NH,50325
"Jackson, Parks and Rios","Jackson, Parks and Rios",Pharmaceuticals,Pharmaceuticals,"IN, OR, ND",2011,10,"$459,585",Lawrence Russell,Purchasing manager,lrussell@graham.info,(310) 960-8539,2131 Morgan Ville Suite 634,West Mark,SD,13282
Cantrell PLC,LLC Miller LLC,Pharmaceuticals,"Pharmaceuticals, Energy","WV, ID, CT, TX, NY",1980,44,"$830,868",Joshua Boone,Fitness centre manager,jboone@henry.org,(879) 394-7564,28620 Acosta Mountains,Katherinehaven,FL,79196
Espinoza Ltd,Espinoza Ltd,Pharmaceuticals,Pharmaceuticals,"ND, IL, ME, RI",1989,7,"$446,535",Stephanie Burton,Textile designer,sburton@lewis-moreno.com,(381) 778-8882,884 Tyler Divide,Garzafort,MI,61736
Gross-Barnett,"PLC Fox, Erickson and Hill",Pharmaceuticals,"Pharmaceuticals, Real Estate","NJ, IA, LA, FL",1985,50,"$1,146,604",Michael Evans,Computer games developer,mevans@gibbs.com,(977) 995-3928,8214 Harper Knolls Suite 202,East Grant,PA,09149
"Moody, Mann and Kaiser","Moody, Mann and Kaiser",Pharmaceuticals,"Pharmaceuticals, Hospitality","WA, OR, SC, AK, OH",1996,202,"$90,628",Derrick Carroll,"Sound technician, broadcasting/film/video",dcarroll@snyder.com,(632) 561-9812,3625 Justin Flats,Hicksshire,NM,05960
"Rivera, Adams and Thompson",Inc Baker-Black,Pharmaceuticals,"Pharmaceuticals, Telecommunications, Hospitality","VA, NC, MA",2016,462,"$227,666",Rachel Ford,"Designer, interior/spatial",rford@miller.net,(690) 954-6622,4460 Kyle Skyway,Taylorshire,OR,31755
Meyer-Smith,PLC Rubio PLC,Pharmaceuticals,Pharmaceuticals,"NJ, NY",1990,35,"$9,428,432",Frank Foster,Commercial art gallery manager,ffoster@miller-martinez.info,(680) 565-7483,8335 Brady Fall Apt. 775,Robinview,VT,93228
Fuller PLC,Fuller PLC,Pharmaceuticals,"Pharmaceuticals, Real Estate, Agriculture","MT, CA, NJ, NM",1983,78,"$1,350,773",Jeffrey Morris,Insurance account manager,jmorris@hopkins-robinson.biz,(877) 500-6168,991 Drew Divide Suite 218,Jamesside,NY,91452
Garcia-Martinez,Garcia-Martinez,Pharmaceuticals,"Pharmaceuticals, Telecommunications, Retail","ND, NE, MA",2013,6291,"$361,124",Zachary Foster,Theme park manager,zfoster@clark-meyer.com,(291) 457-7531,95375 Kyle Rapid,New Brianport,HI,03101
Thompson Ltd,Thompson Ltd,Pharmaceuticals,"Pharmaceuticals, Agriculture","UT, NY, TN, RI, MS",1993,4,"$901,379",Christopher Flores,"Journalist, newspaper",cflores@gibbs.com,(727) 966-3485,7969 Jones Crossing Suite 598,North Judithmouth,SD,30606
"Gallagher, Ortiz and Trujillo","Gallagher, Ortiz and Trujillo",Pharmaceuticals,"Pharmaceuticals, Energy, Transportation","CA, KY, FL",2008,82,"$720,269",Michelle Mason,Games developer,mmason@alexander.com,(458) 611-7662,30348 Larry Spurs Apt. 580,New Marissa,OR,14847
Pham PLC,Pham PLC,Pharmaceuticals,"Pharmaceuticals, Manufacturing, Telecommunications","VA, FL, NE, MA",1989,4,"$30,302",Aaron Huff,"Engineer, water",ahuff@smith-nguyen.com,(611) 715-9870,9016 Jeffery Summit,New Caroltown,WV,79352
Roberts PLC,Group Myers Group,Pharmaceuticals,Pharmaceuticals,"NC, IL, KS, MA",2021,4,"$7,175,488",Deanna Sanchez,Diagnostic radiographer,dsanchez@cobb-singleton.com,(605) 599-4303,51482 Brian Course Apt. 787,New Riley,UT,38489
Odonnell PLC,Odonnell PLC,Pharmaceuticals,Pharmaceuticals,"AK, NM, WI, OR, WY",1984,989,"$190,844,629",Madison Glover,Medical secretary,mglover@murray.info,(294) 869-4727,1230 Johnson Ports,Perezborough,SC,49770
"Oneal, Murray and Trevino","Oneal, Murray and Trevino",Pharmaceuticals,"Pharmaceuticals, Energy","IN, KY",2009,41,"$57,444",Sarah Brown,Environmental consultant,sbrown@martin.biz,(851) 446-6133,5162 Hudson Drive,West Jenniferfurt,NM,08655
"Singleton, Parker and Washington","PLC Gordon, Russell and Hill",Pharmaceuticals,"Pharmaceuticals, Transportation, Retail","MO, UT, WA, VT, KS",1984,24,"$74,303",Misty Kelley,"Teacher, special educational needs",mkelley@smith-carpenter.com,(487) 441-3910,4452 Peterson Hill,Port Jamesside,IN,66892
"Martin, Webb and Hill","Martin, Webb and Hill",Pharmaceuticals,"Pharmaceuticals, Retail, Real Estate","NM, OH",2003,4,"$512,203",Tyler Clark,Legal secretary,tclark@brown.com,(879) 706-7817,1481 Morgan Crossroad,Nancyfort,NV,90006
Garcia-Wilson,Garcia-Wilson,Pharmaceuticals,Pharmaceuticals,"AZ, MO, TN",1997,9,"$3,638,527",Dean Olsen,Graphic designer,dolsen@haas.com,(659) 719-4823,7892 Michael Vista Suite 387,Edwardsmouth,HI,72832
"Smith, Obrien and Curry","Smith, Obrien and Curry",Pharmaceuticals,Pharmaceuticals,"AZ, AL, ID, NJ, VT",1989,665,"$307,337",Elizabeth Parker,Medical technical officer,eparker@flynn.com,(572) 685-7778,99922 Nelson Rue Apt. 742,Port Dennisland,TX,48674
Booker-Hughes,Booker-Hughes,Pharmaceuticals,Pharmaceuticals,"GA, WY, WA, PA, AZ",1982,89,"$101,786",Aaron Grant,"Engineer, maintenance",agrant@hardin-leonard.com,(545) 429-5256,418 Johnson Row,South Dawnside,FL,76859
Chavez-Bishop,"and Sons Garner, Patel and Maldonado",Pharmaceuticals,"Pharmaceuticals, Real Estate, Retail","TX, SC",2014,39,"$45,442",Anthony Powell,Market researcher,apowell@black.com,(389) 642-1725,50009 Thomas Manor,East Carolynmouth,PA,34579
"Bowen, Allen and Hudson","Bowen, Allen and Hudson",Pharmaceuticals,Pharmaceuticals,"KS, ND, ID",2016,20,"$459,489",Mrs. Alexandria Walker MD,Media planner,mmd@paul-rogers.com,(494) 292-8214,44736 Harper Turnpike,Gonzalezside,SD,68816
Morris and Sons,and Sons Edwards LLC,Pharmaceuticals,Pharmaceuticals,"CO, MO, NJ",1988,146,"$52,303",Emily Barber,Probation officer,ebarber@garrison.biz,(672) 429-2136,9030 Janice Isle Apt. 886,Henrymouth,MS,87453
"Black, Ellis and Knight","Black, Ellis and Knight",Pharmaceuticals,"Pharmaceuticals, Real Estate, Technology","MT, IL, ID",2003,56,"$632,235",Jason Christensen,Phytotherapist,jchristensen@medina-anderson.org,(210) 694-9425,2616 Myers Trafficway,Lake Christophertown,LA,81889
Williams PLC,Williams PLC,Pharmaceuticals,Pharmaceuticals,"WV, CT, IL",2005,10,"$372,304",Nichole Hodge,Audiological scientist,nhodge@watts.com,(809) 846-6627,120 Tammy Cliffs,New Anthony,PA,44007
Rodriguez-Mcdaniel,Rodriguez-Mcdaniel,Pharmaceuticals,Pharmaceuticals,MA,1986,43,"$484,394,228",Kristen Williams,Theatre director,kwilliams@mcknight.biz,(878) 454-9519,4195 Welch Harbor,Heatherberg,NH,73884
Middleton-Yu,LLC Blake and Sons,Pharmaceuticals,"Pharmaceuticals, Hospitality","IN, WV, CT, NE, SD",1999,9920,"$6,708,997",John Howell,Consulting civil engineer,jhowell@lane.com,(971) 678-7062,9837 Williams Rue,Barrview,IN,50849
Jenkins Inc,Jenkins Inc,Pharmaceuticals,"Pharmaceuticals, Healthcare, Technology","MT, WV, NY",2014,645,"$25,991",Cindy Murray,"Buyer, industrial",cmurray@morris-elliott.info,(792) 703-9324,816 Walter Key,New Isaiahfort,PA,04113
Taylor-Lewis,Taylor-Lewis,Pharmaceuticals,"Pharmaceuticals, Agriculture, Real Estate",MS,1984,845,"$5,210,418",Brian Alvarez,Higher education lecturer,balvarez@pittman-morrison.org,(359) 999-4229,9258 Jackson Manors Apt. 241,South Kevin,NM,96623
White PLC,White PLC,Pharmaceuticals,Pharmaceuticals,"MO, AK, WI",1990,42,"$271,358",Ronald Griffin,Psychotherapist,rgriffin@moore.com,(396) 696-3534,497 Anderson Plains Suite 955,Jacobshaven,IL,86686
Powell-Ashley,PLC Lyons-Baker,Pharmaceuticals,"Pharmaceuticals, Telecommunications, Manufacturing","RI, TN",1998,449,"$113,614",Devin Jensen,Chartered legal executive (England and Wales),djensen@hall.com,(487) 611-2691,489 Chase Shoal,Port Nicole,IA,22705
Watson-Kennedy,Watson-Kennedy,Pharmaceuticals,"Pharmaceuticals, Telecommunications, Energy","NH, NC, KS, MD",1984,55,"$12,723",Samantha Johnson,Furniture conservator/restorer,sjohnson@hernandez.com,(880) 855-7234,9707 Sims Ridge,North Angelaberg,HI,87367
"Carr, Cantu and Kelly","Carr, Cantu and Kelly",Pharmaceuticals,Pharmaceuticals,"PA, AR, ND, RI, HI",1985,8633,"$45,640,780",Kyle Saunders,Insurance account manager,ksaunders@santos-harris.com,(256) 823-2137,65781 Miller Stream Apt. 301,Lake Aaron,IA,51863
Cardenas LLC,and Sons Smith-Perry,Pharmaceuticals,"Pharmaceuticals, Construction, Energy","AR, HI, UT",1990,965,"$27,694",Dustin Brown,Paediatric nurse,dbrown@short-wong.org,(820) 981-5658,1572 Juan Overpass Suite 673,Hoffmanfurt,MD,85466
Cruz-Wolfe,Cruz-Wolfe,Pharmaceuticals,Pharmaceuticals,IA,1980,96,"$446,790",Sarah Taylor DVM,Sub,sdvm@weaver-howell.com,(402) 562-1120,5857 Kayla Ville,Williamberg,LA,34641
"Banks, Garcia and Davis","Ltd Martin, Brown and Davis",Pharmaceuticals,"Pharmaceuticals, Real Estate, Transportation",FL,2023,7,"$381,867",Zachary White,"Optician, dispensing",zwhite@lee.com,(589) 205-1738,586 Chavez Shoals,Mcintyrebury,ID,75845
Sutton Ltd,LLC Owens-Christensen,Pharmaceuticals,"Pharmaceuticals, Technology",AZ,1994,3,"$422,799",Timothy Lyons,"Psychologist, clinical",tlyons@bonilla.com,(645) 297-8777,99089 Mathis Turnpike,West Johnmouth,MO,00733
Smith Ltd,Smith Ltd,Pharmaceuticals,"Pharmaceuticals, Healthcare, Agriculture","NM, NH, CT, MS",1990,1,"$67,584",Jonathan Vega,Forensic scientist,jvega@patton.com,(830) 947-8234,7790 Woods Lodge,Jonathanside,MD,28796
"Guzman, Christian and Mckee","Guzman, Christian and Mckee",Pharmaceuticals,"Pharmaceuticals, Retail",RI,2004,14,"$922,362",Suzanne Mcconnell,Personal assistant,smcconnell@greene.com,(674) 794-8975,23867 Boyd Estates,Davisberg,NC,45466
"Bennett, Mcintyre and Vazquez","Bennett, Mcintyre and Vazquez",Pharmaceuticals,"Pharmaceuticals, Construction, Telecommunications",OR,1997,5,"$22,908",David Howard,"Runner, broadcasting/film/video",dhoward@tanner.biz,(899) 465-9389,92851 John Fords,South Maria,PA,81796
Johnson PLC,"Group Levine, Arellano and Stokes",Pharmaceuticals,"Pharmaceuticals, Energy, Education",MA,1993,854,"$93,945",Walter Perry,"Clinical scientist, histocompatibility and immunogenetics",wperry@hill.net,(603) 944-5398,20037 Roy Plains Apt. 466,Lake Joshua,TX,53525
Deleon-Kelley,LLC Watson PLC,Pharmaceuticals,"Pharmaceuticals, Real Estate","WV, MT, TX, DE, MO",1998,6686,"$353,707",Bradley Nguyen,Quarry manager,bnguyen@craig.com,(295) 792-6606,67440 Harris Ports Apt. 684,West Benjamin,MI,01850
"Johnson, Beltran and Walsh","Johnson, Beltran and Walsh",Pharmaceuticals,Pharmaceuticals,"WA, VT",2023,95,"$3,843,416",Richard Jordan,Learning disability nurse,rjordan@donovan-smith.com,(883) 762-2576,683 Luna Islands Suite 649,North Charles,IL,26834
"Davis, Smith and Price","LLC Ortega, Pierce and Lang",Pharmaceuticals,"Pharmaceuticals, Hospitality","IA, LA, NH, WI, NM",1980,7555,"$67,476",Rachel Garcia,Textile designer,rgarcia@mack.biz,(757) 912-7339,0184 Hunt Forge,Port Kayla,IN,34352
"Martin, Murphy and Foley",Inc Rodriguez and Sons,Pharmaceuticals,"Pharmaceuticals, Real Estate, Entertainment","NE, KY",1992,71,"$8,360,801",Jeffery Brock,Multimedia specialist,jbrock@ware-francis.info,(562) 831-6533,12744 Scott Avenue,East Jasonville,OR,87966
Williams Group,Ltd Valenzuela-Cox,Pharmaceuticals,"Pharmaceuticals, Construction","CT, LA",1985,5,"$856,504",April Patterson,Orthoptist,apatterson@wright-garcia.com,(218) 870-1618,356 Flynn Course Suite 861,North Nathaniel,WI,75697
Gilbert and Sons,and Sons Guzman-Murray,Pharmaceuticals,"Pharmaceuticals, Healthcare",AZ,1980,572,"$153,343",Jack Clark,Energy manager,jclark@jackson.com,(250) 490-8891,054 Todd Bridge,East Mary,NV,58199
Bradley-Zimmerman,"Ltd Herman, Hines and Brown",Pharmaceuticals,"Pharmaceuticals, Finance",AL,1985,3,"$1,731,941",Emily Tanner MD,Water engineer,emd@roberts.com,(778) 696-9768,837 Robert Park,Leonside,LA,51319
Nelson-Zimmerman,"PLC Warren, Gonzalez and Harmon",Pharmaceuticals,Pharmaceuticals,"AR, WY",2004,10,"$1,832,710",Kim Perez,Corporate investment banker,kperez@hill.org,(296) 824-6483,97261 Jacobs Lakes Suite 449,North Jessicashire,TX,48066
Lee Inc,Lee Inc,Pharmaceuticals,"Pharmaceuticals, Real Estate, Manufacturing","NM, WI, LA, IL, AZ",1980,484,"$1,504,428",Calvin Best,Petroleum engineer,cbest@stephens.net,(481) 700-3785,35818 Cross Grove,New Frankshire,CT,75761
"Wade, Miller and Ellis","Wade, Miller and Ellis",Pharmaceuticals,"Pharmaceuticals, Entertainment",IN,2018,29,"$333,144",Rebecca Jones,"Psychologist, sport and exercise",rjones@sanders.biz,(799) 843-7757,331 Jamie Lodge,South Justin,MD,53004
"Wang, Elliott and Wilson","Wang, Elliott and Wilson",Pharmaceuticals,Pharmaceuticals,MD,1984,9,"$6,619,072",Anna Love,Nutritional therapist,alove@bowen.net,(418) 498-3806,376 Vazquez Lights Suite 014,Yatesport,MI,48268
Carter-Daugherty,Carter-Daugherty,Pharmaceuticals,Pharmaceuticals,MO,2001,2,"$261,993",Richard Turner,Radio producer,rturner@harrison-kane.info,(817) 597-7007,056 Estrada Freeway Apt. 926,North Erinland,TX,59738
Cohen Ltd,Cohen Ltd,Pharmaceuticals,"Pharmaceuticals, Education, Finance","VT, OK, IA",1980,2461,"$1,918,286",Jeffery Smith,Podiatrist,jsmith@harrison.net,(369) 882-6649,1188 Gordon Drives Apt. 767,Johnchester,MO,16563
Cuevas LLC,Cuevas LLC,Pharmaceuticals,Pharmaceuticals,"NY, IA, DE, TN",2022,6,"$37,640",Alison Garza,Research scientist (physical sciences),agarza@adams.com,(334) 409-1547,57037 Elizabeth Cape,Deleonfort,NE,73262
"Brown, Gardner and Reid","Brown, Gardner and Reid",Pharmaceuticals,Pharmaceuticals,"GA, NE, DE, MT",2014,39,"$8,519,684",Kelly Mcdonald,Seismic interpreter,kmcdonald@espinoza.info,(207) 635-6153,72424 Martinez Via Apt. 771,South Seanberg,UT,43846
"Mendoza, Sanders and Schultz",LLC Higgins Ltd,Pharmaceuticals,Pharmaceuticals,"MN, MT, OK",2017,5,"$847,218",Jessica Clark,"Administrator, education",jclark@smith.info,(315) 488-9245,5277 Smith Roads,East Davidland,TN,14938
Williams-Friedman,Williams-Friedman,Pharmaceuticals,"Pharmaceuticals, Technology","IL, GA, MD, KY, TN",1991,377,"$65,288",Matthew Lee,Publishing copy,mlee@williams-sanders.com,(730) 994-7746,389 Flores Freeway Apt. 356,Jacobsfurt,AZ,22626
Brown Ltd,Inc Howell-Moreno,Pharmaceuticals,Pharmaceuticals,"GA, ND, NC",2013,10,"$76,222",Paul Lee,Medical secretary,plee@bryant.com,(971) 437-5481,284 Warren Harbors,North Christinaborough,LA,11397
Smith LLC,"Ltd Huffman, Shaffer and Moore",Pharmaceuticals,"Pharmaceuticals, Entertainment, Construction","CA, MN, HI",1987,46,"$8,886,706",Ronald Schmidt,"Designer, fashion/clothing",rschmidt@massey-davis.info,(713) 383-6079,08450 Kent Walks Apt. 964,East Joshua,TX,15612
Long and Sons,Long and Sons,Pharmaceuticals,"Pharmaceuticals, Technology, Finance",NC,2018,43,"$465,028",Dave Barnes,"Psychotherapist, dance movement",dbarnes@owens.com,(334) 654-9624,482 Joseph Wall Suite 803,Rayton,CT,89863
Nixon and Sons,Nixon and Sons,Pharmaceuticals,Pharmaceuticals,"IL, OH, RI",1993,9842,"$1,619,040",Alyssa Williamson,"Development worker, international aid",awilliamson@porter.info,(828) 602-7517,561 Harold Fords Suite 731,East Amy,UT,07621
"Lewis, Fuller and Whitaker","Lewis, Fuller and Whitaker",Pharmaceuticals,"Pharmaceuticals, Entertainment","IL, WY, NC, PA, CT",1983,9,"$39,075",David Liu,"Pilot, airline",dliu@tucker.com,(848) 410-2135,68929 Kayla Parkway,North Aaronport,IL,12166
Gonzalez Group,Ltd Smith-Stevens,Pharmaceuticals,"Pharmaceuticals, Transportation","NC, HI",2008,131,"$1,471,778",Joshua Fox,Dispensing optician,jfox@soto-berry.com,(684) 956-1041,367 Greene Lock,South Nathanfurt,NV,27017
Smith-Smith,"Ltd Lopez, Murray and Prince",Pharmaceuticals,Pharmaceuticals,"MI, MD, OK, CT",1985,797,"$50,632",Samantha Christensen,Landscape architect,schristensen@jackson-king.org,(574) 540-5624,05325 Steven Mountain Apt. 872,Timothyfort,WA,99436
Snyder-Wright,Snyder-Wright,Pharmaceuticals,"Pharmaceuticals, Education, Hospitality",AZ,1996,987,"$354,770",Robert Garza,"Psychotherapist, child",rgarza@pham-tucker.biz,(402) 402-3726,99368 Sara Fork Suite 224,Coleville,OK,17758
"Bridges, Kennedy and Joseph",Ltd Marquez-Pitts,Pharmaceuticals,Pharmaceuticals,"CT, SC, FL, MI",1987,113,"$477,412",Jesus Joyce,Consulting civil engineer,jjoyce@johnson-patton.com,(863) 634-5992,0936 Harris Estate,North Megan,MI,47756
Mcguire-Reyes,Mcguire-Reyes,Pharmaceuticals,"Pharmaceuticals, Technology, Hospitality","MN, CA, TN, UT",1993,9,"$213,709",Andrew Gonzalez,Aeronautical engineer,agonzalez@long.info,(221) 307-1944,5527 Bridget Park Apt. 244,Port Loriburgh,UT,60580
